"legal_entity_id","division_id","division_name","division_type","division_phone","division_email","residence_area","residence_gromada_name","residence_gromada_koatuu","residence_region","residence_settlement_type","residence_settlement","residence_settlement_koatuu","residence_addresses","location","lat","lng"
"45c3095d-8237-4a61-b78a-993bf3ee2d3b","bb2dae12-30e2-4194-aa2c-fb1523f21ba8","Амбулаторія ЗПСМ № 6","Амбулаторія","+380676117406","nmskambulance6@outlook.com","ДНІПРОПЕТРОВСЬКА","НОВОМОСКОВСЬКА","1211900000",NULL,"місто","НОВОМОСКОВСЬК","1211900000","ДНІПРОПЕТРОВСЬКА область, місто НОВОМОСКОВСЬК, вулиця Українська, 12","01010000003400E09B95A041407BA29672EA504840","48.632154773285","35.254565700889"
"d94b478b-b44c-4601-bfa4-f65d813b15cd","bb2d6066-ea3c-44eb-98ba-f516d282713c","Комунальне некомерційне підприємство «Жашківська багатопрофільна лікарня»  Жашківської міської ради","Місце провадження діяльності","+380675023410, +380675023410","zhcrlk@gmail.com","ЧЕРКАСЬКА","ЖАШКІВСЬКА","7120910100","Уманський","місто","ЖАШКІВ","7120910100","ЧЕРКАСЬКА область, Уманський район, місто Жашків, вулиця Лікарняна, 19","01010000007651F4C0C71C3E40FAEE5696E89E4840","49.241473","30.112423"
"5c7dfcd1-38f9-4e71-a9fd-00e6bf9b7bbb","bb267d79-de9b-4662-9825-fe01eb69af3c","ФОП Гамаль Анастасія Володимирівна "" ПрофМед""","Амбулаторія","+380506365591","Profmed22c@ukr.net","ЗАПОРІЗЬКА","ЗАПОРІЗЬКА","2310100000",NULL,"місто","ЗАПОРІЖЖЯ","2310100000","ЗАПОРІЗЬКА область, місто ЗАПОРІЖЖЯ, вулиця Чарівна, 127","0101000000B21188D7F59B41401FA0FB7266EB4740","47.839064","35.21844"
"dcb75248-fee0-4ed5-bd41-bfd2a5238c4f","bb2561e1-320c-46fe-ac6c-905711ad4bd3","Комунальне підприємство ""Волинський обласний центр екстреної медичної допомоги та медицини катастроф"" Волинської обласної ради відділ медицини катастроф","Місце провадження діяльності","+380973308562","103.KPVOCEMDMK@gmail.com","ВОЛИНСЬКА","ЛУЦЬКА","0710100000",NULL,"місто","ЛУЦЬК","0710100000","ВОЛИНСЬКА область, місто ЛУЦЬК, вулиця Словацького, 28","0101000000DE718A8EE4523940ABCFD556EC5F4940","50.7494","25.3238"
"75d83b8d-e755-4f98-9570-e2a5bb9d673e","bb167f43-23d6-48b2-91c1-5df992e28b86","Структурний підрозділ ""Одеська станція екстреної (швидкої) медичної допомоги"" КНП ООЦЕМД і МК ООР''","Місце провадження діяльності","+380487317496","odskorpom@gmail.com","ОДЕСЬКА","ОДЕСЬКА","5110100000",NULL,"місто","ОДЕСА","5110100000","ОДЕСЬКА область, місто ОДЕСА, провулок Валіховський, 10","01010000007E1D386744B93E408104C58F313F4740","46.4937","30.7237"
"645ec3ef-5ff3-4eed-b58b-b11316044a63","bb14b665-765a-4615-b007-67d9e455625c","Філія №3 КНП ""Дерматовенерологія"" м. Києва","Місце провадження діяльності","+380442772356","buhshvd3@gmail.com","М.КИЇВ","КИЇВ","8000000000",NULL,"місто","КИЇВ","8000000000","М.КИЇВ, місто КИЇВ, вулиця Верховинна, 13","01010000000BD28C45D3613E40E76F4221023A4940","50.45319","30.38213"
"7296a205-ff07-4a4b-ad11-fdcf6584e2b8","bc57efbd-d8e6-45d6-a4d2-5f9a2fd52579","Амбулаторія загальної практики - сімейної медицини смт. Велика Писарівка (базова)","Амбулаторія","+380501473349","vpcpmcd@gmail.com","СУМСЬКА","ОХТИРСЬКА","5910200000",NULL,"місто","ОХТИРКА","5910200000","СУМСЬКА область, місто ОХТИРКА, провулок Харківський, 15","01010000002577D844667241408A58C4B0C3264940","50.302847","34.893746"
"9898ce28-acc6-41b0-a36b-ad00b269702f","bc459df7-a7e0-496d-9b60-bc207b0e261f","КП ЛМДП №1","Філія (інший відокремлений підрозділ)","+380332748012, +380332748011","kzdp.lutsk@gmail.com","ВОЛИНСЬКА","ЛУЦЬКА","0710100000",NULL,"місто","ЛУЦЬК","0710100000","ВОЛИНСЬКА область, місто Луцьк, вулиця В'ячеслава Чорновола, 1","0101000000DB334B02D45C3940DB166536C8604940","50.75611","25.36261"
"7ab9a577-68a3-438f-8e77-c84b3034377a","bc3f18bd-7668-427a-b99c-b347ce54eb92","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА КЛІНІЧНА БАГАТОПРОФІЛЬНА ЛІКАРНЯ № 17"" ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ за адресою: м. Харків, вулиця Олеся Гончара, будинок 5","Місце провадження діяльності","+380577252420","likar17@ukr.net","ХАРКІВСЬКА","ХАРКІВСЬКА","6310100000",NULL,"місто","ХАРКІВ","6310100000","ХАРКІВСЬКА область, місто ХАРКІВ, вулиця Олеся  Гончара, 5","01010000002AC4C837801F42409ABBF14982014940","50.0117886","36.2461004"
"d50e188b-28fb-41ef-8fec-38d1ce38abbe","bc36cce1-e1f3-4c69-8a12-5a8e7c0235c6","Амбулаторія загальної практики – сімейної медицини № 12","Амбулаторія","+380671957966","centr5.mariupol@ukr.net","ДНІПРОПЕТРОВСЬКА","ДНІПРОВСЬКА","1210100000",NULL,"місто","ДНІПРО","1210100000","ДНІПРОПЕТРОВСЬКА область, місто ДНІПРО, вулиця Ніла Армстронга, 36","010100000055F65D11FC8341405D6DC5FEB2374840","48.43515","35.03113"
"4ef66458-8c5d-468d-87a0-7ab928e55de2","bc30174c-e57c-4496-85f5-ba8b0f37b9b8","Болгарська, 38 (Консультативно-діагностичне відділення № 1, клініко-діагностична лабораторія, оглядова комісія)","Місце провадження діяльності","+380800332301","kupk1odessa@gmail.com","ОДЕСЬКА","ОДЕСЬКА","5110100000",NULL,"місто","ОДЕСА","5110100000","ОДЕСЬКА область, місто Одеса, вулиця Болгарська вулиця, 38","010100000054742497FFB83E4024D1CB28963B4740","46.46552","30.72265"
"4f7e862c-9b41-435a-8382-d5ce8e5c167d","bc2dd7af-057d-4a02-9b27-8eab871ae414","Місце надання послуг № 3","Місце провадження діяльності","+380682142839","15ml@ukr.net","ДНІПРОПЕТРОВСЬКА","ДНІПРОВСЬКА","1210100000",NULL,"місто","ДНІПРО","1210100000","ДНІПРОПЕТРОВСЬКА область, місто ДНІПРО, вулиця Гладкова, 22","0101000000F5D3241D8A804140BC3901F2CA334840","48.4046309","35.0042149"
"ec64320d-161c-4706-a43f-c872d40aa77e","bc24cc47-9098-4bc6-aa37-c920682869ca","Черговий кабінет","Філія (інший відокремлений підрозділ)","+380969797949","vivaclinic.sl@gmail.com","ХМЕЛЬНИЦЬКА","СЛАВУТСЬКА","6810600000",NULL,"місто","СЛАВУТА","6810600000","ХМЕЛЬНИЦЬКА область, місто СЛАВУТА, вулиця Данила Галицького, 3","01010000004B051555BFDA3A4000581D39D2254940","50.295478","26.854482"
"00e03ca6-f1ed-46ce-bc6a-32bc695536ef","bc184180-61ed-49f3-adab-6a259e9693d4","Амбулаторія загальної практики - сімейної медицини № 3 КНП ""Медичний центр Сім'я""","Амбулаторія","+380950000343","pmdmukachevo@mukachevo-rada.gov.ua","ЗАКАРПАТСЬКА","МУКАЧІВСЬКА","2110400000","МУКАЧІВСЬКИЙ","місто","МУКАЧЕВО","2110400000","ЗАКАРПАТСЬКА область, МУКАЧІВСЬКИЙ район, місто МУКАЧЕВО, вулиця Росвигівська, 9","010100000002D4D4B2B5B636403C8386FE093A4840","48.45343","22.71371"
"7eeb3f61-386c-4d43-ae9e-6c9dfd2be47a","bbe9cda4-5c14-4ca0-a116-9990dd182086","Відділення, вул. Шашкевича 17","Місце провадження діяльності","+380930102221","tmo.stryi@ukr.net","ЛЬВІВСЬКА","СТРИЙСЬКА","4611200000",NULL,"місто","СТРИЙ","4611200000","ЛЬВІВСЬКА область, місто СТРИЙ, вулиця Шашкевича, 17","0101000000EDB94C4D82DB37402EE7525C55A04840","49.252605","23.857457"
"b2455028-f851-4d30-a553-1a7ce4ea2023","bbe715a9-4012-455d-a2fc-577eb27d0a18","Хірургічне відділення № 1, відділення анестезіології та інтенсівної терапії","Місце провадження діяльності","+380626227337","slav_ho_1@ukr.net","ДОНЕЦЬКА","СЛОВ’ЯНСЬКА","1414100000",NULL,"місто","СЛОВ'ЯНСЬК","1414100000","ДОНЕЦЬКА область, місто Слов'янськ, вулиця ШЕВЧЕНКА, 31","01010000007E350708E6CC4240FCFB8C0B076E4840","48.85959","37.60077"
"cc80cec0-24f8-495d-a310-8a91f3207a18","bbd8b740-1040-4a7e-a33f-a592f1fdc04d","ФОП ТУРЧИНА","Амбулаторія","+380933416491","aberestiana@gmail.com","М.КИЇВ","КИЇВ","8000000000",NULL,"місто","КИЇВ","8000000000","М.КИЇВ, місто КИЇВ, проспект Берестейський, 67-А","0101000000F14BFDBCA9683E40144031B2643A4940","50.456198","30.40884"
"9b7c8c59-5d1d-4f7b-a2fd-510efd8d0c15","bbd33fb0-3aeb-43ec-b804-e9ed55a533a7","Відокремлений структурний підрозділ №7","Місце провадження діяльності","+380672310485, +380445905557","ehealth@dobrobut.ua","М.КИЇВ","КИЇВ","8000000000","ДАРНИЦЬКИЙ","місто","КИЇВ","8000000000","М.КИЇВ, ДАРНИЦЬКИЙ район, місто КИЇВ, вулиця Драгоманова, 21-А","0101000000F5D72B2CB8A33E40BD6E1118EB334940","50.405612","30.639529"
"ea96d4cf-a1d0-4fe2-885c-07542f4bd9bc","bbc2ad35-e617-493a-bdee-5952a64766d6","ТОВ "" Медичний центр Хелс Клінік""","Амбулаторія","+380675074923","healthclinic.reforma+2@gmail.com","ВІННИЦЬКА","ВІННИЦЬКА","0510100000",NULL,"місто","ВІННИЦЯ","0510100000","ВІННИЦЬКА область, місто ВІННИЦЯ, вулиця Стрілецька, 1","010100000000000000000000000000000000000000","49.2446298","28.4804651"
"0c597279-18a6-4575-a653-482e092917f5","bcdc0633-cf2e-40d7-b622-426d56db0b58","Відокремлений структурний підрозділ Чернігів Філія 1","Філія (інший відокремлений підрозділ)","+380682272703","robeiov22@ukr.net","ЧЕРНІГІВСЬКА","ЧЕРНІГІВСЬКА","7410100000",NULL,"місто","ЧЕРНІГІВ","7410100000","ЧЕРНІГІВСЬКА область, місто ЧЕРНІГІВ, вулиця Текстильників, 41","0101000000FC1873D7124A3F40006F8104C5BF4940","51.4982","31.28935"
"f8975db9-ce78-497d-8a33-f1dd2f6cfbbb","bcd9b3aa-d509-42a5-b855-49cc2e335acf","Підан Сергій Миколайович","Амбулаторія","+380957177811","Hospitalmerefa@gmail.com","ХАРКІВСЬКА","МЕРЕФ’ЯНСЬКА","6325110700","ХАРКІВСЬКИЙ","місто","МЕРЕФА","6325110700","ХАРКІВСЬКА область, ХАРКІВСЬКИЙ район, місто МЕРЕФА, вулиця Савченка, 2а","0101000000DA56B3CEF80642409B3C65355DE74840","49.807532","36.054468"
"45c3095d-8237-4a61-b78a-993bf3ee2d3b","bcd51fef-f361-4bc1-8945-bb676d1cccb2","Амбулаторія ЗПСМ № 3","Амбулаторія","+380676117419","3zpsm@ukr.net","ДНІПРОПЕТРОВСЬКА","НОВОМОСКОВСЬКА","1211900000",NULL,"місто","НОВОМОСКОВСЬК","1211900000","ДНІПРОПЕТРОВСЬКА область, місто НОВОМОСКОВСЬК, вулиця Сучкова, 40","0101000000FC3F3F6470A04140D816340B87514840","48.636933708605","35.253429919132"
"34112ca7-06aa-487d-89dd-9c143294e2e8","bcd50dae-afea-4bd0-b777-85defad0cc78","Комунальне некомерційне підприємство ""Поліклінічне об'єднання"" Кропивницької міської ради"" Поліклінічне відділення №1","Амбулаторія","+380522332050","kzpo@krmr.gov.ua","КІРОВОГРАДСЬКА","КРОПИВНИЦЬКА","3510100000",NULL,"місто","КРОПИВНИЦЬКИЙ","3510100000","КІРОВОГРАДСЬКА область, місто Кропивницький, вулиця Габдрахманова, 5","0101000000AB3E575BB11F404094D920938C404840","48.50429","32.2476"
"adca757c-cc82-494b-8639-e4bddfbea384","bccce329-8dd0-4018-be7f-aef1c4848078","КНП ""Вижницька міська лікарня"" Вижницької міської ради. ""Центр амбулаторної реабілітації""","Місце провадження діяльності","+380971422508","phccentre.vyz+8@gmail.com","ЧЕРНІВЕЦЬКА","ВИЖНИЦЬКА","7320510100","ВИЖНИЦЬКИЙ","місто","ВИЖНИЦЯ","7320510100","ЧЕРНІВЕЦЬКА область, ВИЖНИЦЬКИЙ район, місто Вижниця, вулиця Й.Бурга, 14","01010000006DE2E47E8732394000AE64C746204840","48.25216","25.19738"
"5e98cfbc-be0c-4278-90a2-beeadf3e144e","bcc9a25e-7c55-4a77-8014-b3b34f3400a8","Поліклініка №2 ТОВ ""УкрМедГрупа""","Амбулаторія","+380617648989","management_pmd@ksm-clinic.com.ua","ЗАПОРІЗЬКА","ЗАПОРІЗЬКА","2310100000",NULL,"місто","ЗАПОРІЖЖЯ","2310100000","ЗАПОРІЗЬКА область, місто ЗАПОРІЖЖЯ, вулиця Дніпровська, 24","010100000058CA32C4B19641402A3A92CB7FE84740","47.8164","35.1773"
"11ca6e2c-cb45-49e2-bf36-0f98c8d691a3","bcbf87de-0825-40e0-b84d-579274340f83","Комунальне некомерційне підприємство Харківської обласної ради ""Регіональний клінічний центр медичної реабілітації та паліативної допомоги дітям ""Гіппократ""""","Місце провадження діяльності","+380675710960, +380573922346","domdetki@ukr.net","ХАРКІВСЬКА","ХАРКІВСЬКА","6310100000",NULL,"місто","ХАРКІВ","6310100000","ХАРКІВСЬКА область, місто ХАРКІВ, вулиця Рибалка, 9","0101000000BF823463D12A424051888043A8FA4840","49.95826","36.334515"
"a6d63822-551b-4271-9b39-b1c15f84c0b1","bcb0e567-8ae9-4414-9b6d-d68cc05b1560","Структурний підрозділ №5 (м.Зміїв)","Місце провадження діяльності","+380574733729","zmiev.optd3@ukr.net","ХАРКІВСЬКА","ЗМІЇВСЬКА","6321710100","ЧУГУЇВСЬКИЙ","місто","ЗМІЇВ","6321710100","ХАРКІВСЬКА область, ЧУГУЇВСЬКИЙ район, місто Зміїв, шосе Таранівське, 70","01010000000395F1EF332A42405778978BF8D64840","49.67946","36.32971"
"bacf600c-8e07-4b6e-a845-afcb94c0ca32","bc8d19d0-5f57-4081-9a86-8babb8fd3b8a","Лабораторія","Місце провадження діяльності","+380552266079","mayanilolaevna75@gmal.com","ХЕРСОНСЬКА","ХЕРСОНСЬКА","6510100000",NULL,"місто","ХЕРСОН","6510100000","ХЕРСОНСЬКА область, місто ХЕРСОН, вулиця Суворова, 35","010100000092CB7F48BF4D4040713D0AD7A3504740","46.63","32.6074"
"044afdfb-1746-4ad7-8a5f-54ef43f239b5","bc7b501f-0dc2-406e-98ea-bd3d3f8d103d","Центральна оперативна диспетчерська","Місце провадження діяльності","+380567404856","ambulance-tsod@ukr.net","ДНІПРОПЕТРОВСЬКА","ДНІПРОВСЬКА","1210100000",NULL,"місто","ДНІПРО","1210100000","ДНІПРОПЕТРОВСЬКА область, місто ДНІПРО, вулиця Володимира Антоновича, 65","0101000000882EA86F993B4840A7E8482EFF814140","48.46562","35.0156"
"90aeb64d-f48c-44c6-a465-50d2e28cd1cb","bc77d60d-4f67-4193-974a-79c79ddedb5b","Амбулаторія загальної практики - сімейної медицини №3","Амбулаторія","+380968638193, +380432664129","ambulat_kievska@ukr.net","ВІННИЦЬКА","ВІННИЦЬКА","0510100000",NULL,"місто","ВІННИЦЯ","0510100000","ВІННИЦЬКА область, місто ВІННИЦЯ, вулиця Київська, 68","01010000007E384888F2793C40FCDEA63FFB9F4840","49.249855","28.476357"
"e3f5d14f-f5f3-4377-bdd5-25356c6b685d","bc59f5e8-357d-4f6b-af74-073b307c894d","Амбулаторія загальної практики сімейної медицини № 8","Амбулаторія","+380980115659","kzmsd@ukr.net","КІРОВОГРАДСЬКА","КРОПИВНИЦЬКА","3510100000",NULL,"місто","КРОПИВНИЦЬКИЙ","3510100000","КІРОВОГРАДСЬКА область, місто Кропивницький, вулиця Миколи Левитського, 71/24","0101000000ED9925016A22404033C4B12E6E434840","48.5268","32.26886"
"729c8d5a-1431-4761-bbc8-44f2b0b1d221","bd8da2d3-5b73-4abf-bcde-e4458f0f233f","Комунальне некомерційне підприємство Яготинської міської ради ""Яготинська центральна міська лікарня""","Місце провадження діяльності","+380457553338","neskornet@ukr.net","КИЇВСЬКА","ЯГОТИНСЬКА","3225510100","БОРИСПІЛЬСЬКИЙ","місто","ЯГОТИН","3225510100","КИЇВСЬКА область, БОРИСПІЛЬСЬКИЙ район, місто ЯГОТИН, вулиця Незалежності, 71","0101000000F853E3A59BC43F4051888043A8224940","50.27076","31.768"
"d50e188b-28fb-41ef-8fec-38d1ce38abbe","bd8d977f-9237-4f87-b9a1-19888fe01163","Амбулаторія загальної практики – сімейної медицини № 9","Амбулаторія","+380977716956, +380629588308","centr5amb9@ukr.net","ДОНЕЦЬКА","МАРІУПОЛЬСЬКА","1412300000",NULL,"місто","МАРІУПОЛЬ","1412300000","ДОНЕЦЬКА область, місто МАРІУПОЛЬ, вулиця Пашковського, 7","01010000005B99F04BFDD042407847C66AF38D4740","47.108991","37.63273"
"ebd66fea-2b75-4170-9412-820387ba84b0","bd8cd71c-6517-4456-95c2-e256c549ba8c","Канівська підстанція Черкаської станції екстреної (швидкої) медичної допомоги КНП ""Обласний центр екстреної медичної допомоги та медицини катастроф Черкаської обласної ради""","Місце провадження діяльності","+380473636522","kaniv@emd.ck.ua","ЧЕРКАСЬКА","КАНІВСЬКА","7110300000",NULL,"місто","КАНІВ","7110300000","ЧЕРКАСЬКА область, місто КАНІВ, вулиця Успенська, 15","0101000000F7E461A1D6743F40EA3E00A94DE04840","49.75237","31.4564"
"b22e6921-3acf-4439-af52-ec7748537ce2","bd87b066-8c2b-4450-93c7-8198a24bceaa","Сімейна клініка на Подолі","Амбулаторія","+380991824030","ksimejna.podol@gmail.com","ПОЛТАВСЬКА","ПОЛТАВСЬКА","5310100000",NULL,"місто","ПОЛТАВА","5310100000","ПОЛТАВСЬКА область, місто Полтава, вулиця Старий Поділ, 4а","01010000006E8B321B644A41405114E81379CA4840","49.58182","34.58118"
"80a34da2-29d3-4ea9-82ed-a532675b04fa","bd83dd0f-3241-439f-b388-43d325b33350","КП ""Центральна міська лікарня Червоноградської міської ради""","Місце провадження діяльності","+380324938229, +380324938229","cherv-likarnya@ukr.net","ЛЬВІВСЬКА","ЧЕРВОНОГРАДСЬКА","4611845300",NULL,"місто","ЧЕРВОНОГРАД","4611800000","ЛЬВІВСЬКА область, місто ЧЕРВОНОГРАД, вулиця Івасюка, 2","01010000009B7631CD743F38402B8716D9CE314940","50.389125","24.247876"
"66e1dfff-0230-487a-8416-beb8b1bf78f9","bd809e38-1e5f-4352-aa2b-ded06300a22a","Амбулаторія загальної практики сімейної медецини №3","Амбулаторія","+380986280334","dun.azpsm3@gmail.com","ХМЕЛЬНИЦЬКА","ДУНАЄВЕЦЬКА","6821810100","КАМ'ЯНЕЦЬ-ПОДІЛЬСЬКИЙ","місто","ДУНАЇВЦІ","6821810100","ХМЕЛЬНИЦЬКА область, КАМ'ЯНЕЦЬ-ПОДІЛЬСЬКИЙ район, місто ДУНАЇВЦІ, вулиця Київська, 4/2","010100000084F57F0EF3DD3A40DFE00B93A9724840","48.8958","26.86699"
"a28b2199-549e-4307-8149-8dab924a3e50","bd75ebce-8a0b-44a5-b5f3-299ab70e7485","Сімейна амбулаторія №3","Амбулаторія","+380512373587","cpmsd---4@ukr.net","МИКОЛАЇВСЬКА","МИКОЛАЇВСЬКА","4810100000","МИКОЛАЇВСЬКА","місто","МИКОЛАЇВ","4810100000","МИКОЛАЇВСЬКА область, МИКОЛАЇВСЬКА район, місто МИКОЛАЇВ, вулиця Архітектора Старова, 4а","010100000029232E008D0040402D5C566133824740","47.017193","32.004303"
"cc9cc4b0-6f55-41c7-bfe5-7d3763afe870","bd74fc6f-9c4a-41de-9da2-c0295d3419f3","площа Троїцька, 16, місто Суми, Сумська область","Місце провадження діяльності","+380503823782","banivas@i.ua","СУМСЬКА","СУМСЬКА","5910100000",NULL,"місто","СУМИ","5910100000","СУМСЬКА область, місто СУМИ, площа Троїцька, 16","0101000000F60DA727876841403FDC7AF255754940","50.9166854","34.8166246"
"5636a2fa-87c7-4752-b401-903dc0643a2c","bd6dba57-8f9b-42e0-a8b4-e986bc336961","КНМП ""Кременчуцька міська лікаррня планового лікування""","Амбулаторія","+380677462769, +380536758759","kremenchuk-crl@ukr.net","ПОЛТАВСЬКА","КРЕМЕНЧУЦЬКА","5310400000",NULL,"місто","КРЕМЕНЧУК","5310400000","ПОЛТАВСЬКА область, місто Кременчук, проспект Полтавський, 40","01010000008CF84ECC7AB9404028F224E99A8D4840","49.10629","33.44906"
"3e73c70e-fff9-47b6-846b-01f5b9867ce5","bd66b367-c045-4b50-b22e-8185abdbb059","Відділення по вул. Охримовича, 6","Філія (інший відокремлений підрозділ)","+380672610701","stryicentr@ukr.net","ЛЬВІВСЬКА","СТРИЙСЬКА","4611200000",NULL,"місто","СТРИЙ","4611200000","ЛЬВІВСЬКА область, місто СТРИЙ, вулиця Охримовича, 6","0101000000174850FC188337404F401361C3934840","49.2545879","23.8458801"
"b592ba2e-8ab1-414d-b7a9-192a6bc489e2","bd5d95ba-83a8-430c-9adf-8a483d31260c","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ПАВЛОГРАДСЬКА ЛІКАРНЯ ІНТЕНСИВНОГО ЛІКУВАННЯ"" ПАВЛОГРАДСЬКОЇ МІСЬКОЇ РАДИ","Місце провадження діяльності","+380955824647","pavbolnicha4@gmail.com","ДНІПРОПЕТРОВСЬКА","ПАВЛОГРАДСЬКА","1212400000","ДНІПРОПЕТРОВСЬКА","місто","ПАВЛОГРАД","1212400000","ДНІПРОПЕТРОВСЬКА область, ДНІПРОПЕТРОВСЬКА район, місто ПАВЛОГРАД, вулиця Дніпровська, 541","0101000000BBD05CA791F64140799274CDE43F4840","48.49917","35.92632"
"ad836c7d-f162-4aa3-b2eb-61f71647ff9f","bd5cb674-e589-4b49-8185-09c47ad3e5b9","Місце надання послуг 2","Місце провадження діяльності","+380484340767","kiliyakbl@ukr.net","ОДЕСЬКА","КІЛІЙСЬКА","5122310100",NULL,"місто","КІЛІЯ","5122310100","ОДЕСЬКА область, місто Кілія, вулиця МИРУ, 16","01010000004ED1915CFE433D403F355EBA49B84640","45.43975","29.2656"
"587ea088-95fc-44c5-812f-faa6d4ba7063","bd5c1cee-98dd-4a6e-9446-004d99062507","ФОП Волошин Володимир Климентійович","Амбулаторія","+380989288908","voloshynaj@gmail.com","ХМЕЛЬНИЦЬКА","КАМ’ЯНЕЦЬ-ПОДІЛЬСЬКА","6810400000",NULL,"місто","КАМ'ЯНЕЦЬ-ПОДІЛЬСЬКИЙ","6810400000","ХМЕЛЬНИЦЬКА область, місто КАМ'ЯНЕЦЬ-ПОДІЛЬСЬКИЙ, вулиця Данила Галицького, 13","010100000068976F7D58973A4013B875374F574840","48.682105","26.591194"
"030a76a7-d4c7-43fe-9feb-92955ee4c1bb","bd51b48c-9951-4a2e-9524-99c7731739c4","Комунальне підприємство ""Рівненський обласний спеціалізований диспансер радіаційного захисту населення"" Рівненської обласної ради","Місце провадження діяльності","+380362635042","rosdrzn@gmail.com","РІВНЕНСЬКА","РІВНЕНСЬКА","5610100000",NULL,"місто","РІВНЕ","5610100000","РІВНЕНСЬКА область, місто Рівне, вулиця В'ячеслава Чорновола, 79","0101000000EDF0D7648D423A400C59DDEA394D4940","50.60333","26.25997"
"ae2809f8-0224-468d-8a93-a73552a16caf","bd448e7d-faf9-41c8-98ea-8f08bc05f58a","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КОРЕЦЬКА МІСЬКА ЛІКАРНЯ"" КОРЕЦЬКОЇ МІСЬКОЇ РАДИ","Амбулаторія","+380365120062","korec.miska.likarnya@gmail.com","РІВНЕНСЬКА","КОРЕЦЬКА","5623010100",NULL,"місто","КОРЕЦЬ","5623010100","РІВНЕНСЬКА область, місто КОРЕЦЬ, вулиця Володимирська, 14а","0101000000C98E8D40BC263B40B29DEFA7C64F4940","50.62325","27.15131"
"818e361f-a3dc-4a21-81d3-248611a9dbb9","bd40d48e-3a12-4aa1-80e7-92e5dd76f80d","Місце надання послуг 3 Стаматология","Місце провадження діяльності","+380665042599, +380626743453","snisarenko_dru@meta.ua","ДОНЕЦЬКА","ДРУЖКІВСЬКА","1411700000",NULL,"місто","ДРУЖКІВКА","1411700000","ДОНЕЦЬКА область, місто ДРУЖКІВКА, вулиця Машинобудівників, 34а","0101000000792B01E77BC34240A00A6E5ADF4E4840","48.6161912","37.5272187"
"41b3c678-4296-4880-adbb-f50eb10657d0","bd32f576-137d-48f2-a187-28869f4d723d","Амбулаторія загальної практики-сімейної медицини №10 (КП ""МО ЛМТГ"")","Амбулаторія","+380332741447","kzlcpmsd2@gmail.com","ВОЛИНСЬКА","ЛУЦЬКА","0710100000",NULL,"місто","ЛУЦЬК","0710100000","ВОЛИНСЬКА область, місто ЛУЦЬК, проспект Відродження, 13","0101000000C6DCB5847C603940295C8FC2F5604940","50.7575","25.3769"
"198ab521-0c04-40c8-a5f9-15f96f2d1bd4","bd31674e-9759-4317-9b22-3dd7876c79de","Амбулаторія ЗПСМ №8  КНП ""ЦПМСД №1"" Голосіївського району міста Києва","Амбулаторія","+380442594974","amb8_pmsd1@ukr.net","М.КИЇВ","КИЇВ","8000000000",NULL,"місто","КИЇВ","8000000000","М.КИЇВ, місто КИЇВ, вулиця Новопирогівська, 25","010100000099620E828E8E3E409A3FA6B5692E4940","50.362601","30.556862"
"19b2ac6d-ccc6-4c6e-a3d5-c183d4c31d22","bd18e23e-c34a-41b7-8d81-3a752faf355c","Медичний реабілітаційний центр ""Динаміка""","Місце провадження діяльності","+380667742320","dynamika.center@gmail.com","М.КИЇВ","КИЇВ","8000000000",NULL,"місто","КИЇВ","8000000000","М.КИЇВ, місто Київ, вулиця Казарменна, 4Д","01010000005DBF60376C7B3E40F59CF4BEF1394940","50.45269","30.48212"
"90384196-f37a-48c6-a572-0cb9e2a32b90","bd0fd584-2f4e-45dc-baa7-ba602757df50","акушерство і гінекологія","Місце провадження діяльності","+380487550358","cpmsd18@ukr.net","ОДЕСЬКА","ОДЕСЬКА","5110100000",NULL,"місто","ОДЕСА","5110100000","ОДЕСЬКА область, місто ОДЕСА, вулиця Героїв оборони Одеси, 52","0101000000F1ACEEA2F9C73E40BC5EF5DB32494740","46.5718646","30.7811529"
"4eaf05a5-9120-4a14-8ba2-078c657b54a2","bd0e860d-c2a2-494d-8f19-f885b9978a65","Патанатомія","Місце провадження діяльності","+380992986635, +380992986635","medicaloblter@gmail.com","ДОНЕЦЬКА","КРАМАТОРСЬКА","1412900000",NULL,"місто","КРАМАТОРСЬК","1412900000","ДОНЕЦЬКА область, місто КРАМАТОРСЬК, вулиця ОЛЕКСИ ТИХОГО, 17","01010000001C7C613255C842403F355EBA495C4840","48.721","37.5651"
"89991069-36fd-4378-a440-1adb28dd0635","bd0daf0c-9a1a-49e8-bc32-0bdc3195101a","Структурний підрозділ 'Міська поліклініка №2'","Філія (інший відокремлений підрозділ)","+380342549210","miskpoliklinika2@gmail.com","ІВАНО-ФРАНКІВСЬКА","ІВАНО-ФРАНКІВСЬКА","2610100000",NULL,"місто","ІВАНО-ФРАНКІВСЬК","2610100000","ІВАНО-ФРАНКІВСЬКА область, місто ІВАНО-ФРАНКІВСЬК, вулиця Довга, 42","0101000000F3C64961DEB33840D46531B1F9764840","48.929495","24.702612"
